ProductID,Category,FamilyLevel1,FamilyLevel2,Universe
5714551943906918913,Cycling,Helmet,Kask Protone,Men
1839040645215887289,Cycling,Bike,Specialized S-Works Roubaix,Men
2228826565114131283,Cycling,Helmet,Bell Super 3R MIPS,Women
3540795948321687561,Cycling,Helmet,Kask Protone,Women
2001855772138627406,Cycling,Bike,Specialized S-Works Roubaix,Men
7190113604944492824,Cycling,Helmet,Bell Super 3R MIPS,Women
7453494278340785365,Cycling,Bike,Giant TCR Advanced Pro,Men
1301419246164921253,Cycling,Helmet,Giro Synthe MIPS,Women
9010982316475192188,Cycling,Bike,Giant TCR Advanced Pro,Men
8389138951560326028,Cycling,Bike,Giant TCR Advanced Pro,Women
1268782507333897778,Cycling,Helmet,Kask Protone,Women
9012244171375061913,Cycling,Bike,Trek Domane SL7,Women
223626258093545005,Cycling,Bike,Trek Domane SL7,Women
3891273987841830767,Cycling,Bike,Trek Domane SL7,Women
7699786232730297003,Cycling,Bike,Giant TCR Advanced Pro,Men
1351100486211440586,Cycling,Bike,Giant TCR Advanced Pro,Men
1645107831920588982,Cycling,Bike,Giant TCR Advanced Pro,Women
5515874221634568996,Cycling,Bike,Specialized S-Works Roubaix,Men
1985842348241507263,Cycling,Bike,Specialized S-Works Roubaix,Men
8619764171778736066,Cycling,Helmet,Giro Synthe MIPS,Women
198900865042468762,Cycling,Helmet,Giro Synthe MIPS,Women
289565478739857451,Cycling,Bike,Specialized S-Works Roubaix,Women
2270655280303886076,Cycling,Helmet,Giro Synthe MIPS,Women
3065626041835892674,Cycling,Helmet,Giro Synthe MIPS,Women
6385456286307929554,Cycling,Helmet,Bell Super 3R MIPS,Women
836026121139729286,Cycling,Bike,Specialized S-Works Roubaix,Women
7181623901705890034,Cycling,Bike,Specialized S-Works Roubaix,Men
6178203853695119589,Cycling,Helmet,Bell Super 3R MIPS,Men
7729848764244236959,Cycling,Bike,Trek Domane SL7,Men
6098090388459705670,Cycling,Bike,Specialized S-Works Roubaix,Men
1923290955491146977,Cycling,Bike,Trek Domane SL7,Men
8062611791166481799,Cycling,Helmet,Giro Synthe MIPS,Women
3548720892389530362,Cycling,Bike,Giant TCR Advanced Pro,Women
7807489518650107819,Cycling,Helmet,Kask Protone,Men
259647395035948068,Cycling,Helmet,Kask Protone,Men
8795803887904563563,Cycling,Helmet,Giro Synthe MIPS,Men
1379030165236581600,Cycling,Helmet,Giro Synthe MIPS,Women
203829140551062286,Cycling,Bike,Specialized S-Works Roubaix,Men
6577814410415295804,Cycling,Bike,Trek Domane SL7,Men
5768223093896212871,Cycling,Bike,Trek Domane SL7,Men
1971689144909147398,Cycling,Bike,Specialized S-Works Roubaix,Women
8109418647402705110,Cycling,Helmet,Kask Protone,Men
10114851650815319,Cycling,Bike,Specialized S-Works Roubaix,Women
5363650291285031393,Cycling,Bike,Giant TCR Advanced Pro,Women
5627320887095144314,Cycling,Helmet,Giro Synthe MIPS,Men
6069308302750588848,Cycling,Helmet,Kask Protone,Women
50568016643206534,Cycling,Helmet,Bell Super 3R MIPS,Men
4945439752590431294,Cycling,Bike,Specialized S-Works Roubaix,Women
7863924877967394594,Cycling,Helmet,Bell Super 3R MIPS,Women
8316195595949226018,Cycling,Bike,Trek Domane SL7,Women
4701207090909978304,Cycling,Bike,Trek Domane SL7,Men
1498475798432416455,Cycling,Bike,Specialized S-Works Roubaix,Men
7905563718943153286,Cycling,Helmet,Giro Synthe MIPS,Men
5725036592618692406,Cycling,Helmet,Giro Synthe MIPS,Men
1622369588570453201,Cycling,Helmet,Giro Synthe MIPS,Men
7538430855798064778,Cycling,Bike,Specialized S-Works Roubaix,Women
7307348902933965958,Badminton,Racket,Victor Thruster K,Women
213087996316328728,Badminton,Racket,Victor Thruster K,Women
5256687691717941258,Badminton,Shuttlecock,Yonex AS-30,Men
6947283858244421493,Badminton,Racket,Victor Thruster K,Women
1836269198973087855,Badminton,Shuttlecock,Victor Gold Champion,Men
4251566283125621412,Badminton,Racket,Victor Thruster K,Women
4373712445636094163,Badminton,Racket,Victor Thruster K,Women
6045307718175906256,Badminton,Racket,Victor Thruster K,Men
8033952637911344695,Badminton,Racket,Yonex Astrox 99,Men
5137787290282025561,Handball,Shoes,Mizuno Wave Mirage,Men
8132605969509528463,Handball,Ball,Select Ultimate,Men
8431490662637993463,Handball,Shoes,Mizuno Wave Mirage,Men
4463852868088320242,Handball,Shoes,Mizuno Wave Mirage,Men
6410635435138494361,Handball,Ball,Molten H3X5001,Men
1008291973934910939,Handball,Shoes,Asics Gel-Blast,Women
3966953479010248281,Football,Ball,Adidas Telstar 18,Women
6158464134053213172,Football,Shoes,Puma Future,Women
9057906132948632187,Football,Shorts,Adidas Squadra 21,Men
2306076048330733726,Football,Shoes,Nike Mercurial Vapor,Men
1482516642769005673,Football,Jersey,Puma Third Jersey,Men
3771377865961735806,Football,Shorts,Nike Dri-FIT,Women
7939517410585390638,Football,Ball,Adidas Telstar 18,Men
1663437793332066358,Tennis,Ball,Penn Championship,Women
8724301228007821861,Tennis,Racket,Babolat Pure Drive,Women
1209661262155365613,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
6891125468857667105,Tennis,Ball,Wilson US Open,Men
7726962082865644310,Tennis,Ball,Penn Championship,Women
636094824662228433,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
1649674878891757235,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
7416282779203762704,Tennis,Ball,Wilson US Open,Women
3205051984147376642,Tennis,Racket,Wilson Pro Staff RF97,Men
4099371456823576112,Tennis,Racket,Babolat Pure Drive,Men
6456644298854049412,Tennis,Racket,Babolat Pure Drive,Men
288873209951386342,Tennis,Racket,Babolat Pure Drive,Men
6993486589396402418,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
396071594421417031,Tennis,Racket,Wilson Pro Staff RF97,Women
3921110261270247763,Tennis,Racket,Wilson Pro Staff RF97,Men
226745201662016185,Tennis,Racket,Babolat Pure Drive,Women
7763282203442601051,Tennis,Ball,Wilson US Open,Women
6754067232542057445,Tennis,Racket,Wilson Pro Staff RF97,Women
5863742404091062772,Tennis,Ball,Wilson US Open,Men
6507582923275422693,Tennis,Ball,Penn Championship,Women
7151802918287142487,Tennis,Ball,Wilson US Open,Women
3199252398596997966,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
3446541138707839574,Tennis,Ball,Penn Championship,Women
670314845706808857,Tennis,Racket,Wilson Pro Staff RF97,Women
5977563915262683609,Tennis,Racket,Wilson Pro Staff RF97,Women
2726422243614186193,Tennis,Racket,Babolat Pure Drive,Women
8868074743635807427,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
1010961321105488685,Tennis,Racket,Wilson Pro Staff RF97,Men
1720159658441665228,Tennis,Ball,Wilson US Open,Men
8160758699345442944,Tennis,Ball,Penn Championship,Women
2761188522284535484,Tennis,Racket,Head Graphene 360+ Speed Pro,Women
5143150846491741453,Tennis,Ball,Wilson US Open,Men
6934699011632967649,Tennis,Racket,Babolat Pure Drive,Men
3273480834650448057,Tennis,Racket,Babolat Pure Drive,Men
7424788488218056237,Tennis,Ball,Penn Championship,Men
8493836868622357390,Tennis,Ball,Wilson US Open,Women
6087120712932105675,Tennis,Ball,Penn Championship,Men
6390020082842030680,Tennis,Ball,Wilson US Open,Men
3541920802813103874,Tennis,Ball,Penn Championship,Men
7832318351369239051,Tennis,Ball,Wilson US Open,Women
3468501064089149692,Tennis,Ball,Wilson US Open,Men
6723998454855401473,Tennis,Racket,Head Graphene 360+ Speed Pro,Women
4469101232187533677,Tennis,Racket,Wilson Pro Staff RF97,Men
1726316726060845395,Tennis,Racket,Babolat Pure Drive,Women
1087641656003132548,Tennis,Racket,Wilson Pro Staff RF97,Men
4750845739658157017,Tennis,Racket,Wilson Pro Staff RF97,Men
6202517690026345292,Tennis,Ball,Wilson US Open,Women
3555861132451700429,Tennis,Racket,Wilson Pro Staff RF97,Men
8526786508158945094,Tennis,Racket,Wilson Pro Staff RF97,Men
2588466683499318172,Tennis,Ball,Wilson US Open,Men
7207792067702721796,Tennis,Racket,Wilson Pro Staff RF97,Women
8084750197768302864,Tennis,Ball,Wilson US Open,Men
4649527530331073740,Tennis,Ball,Penn Championship,Men
4159907959562672333,Tennis,Racket,Wilson Pro Staff RF97,Women
4431681443920313485,Tennis,Ball,Wilson US Open,Women
3004532722494965094,Tennis,Racket,Babolat Pure Drive,Men
6317020034791663042,Tennis,Ball,Penn Championship,Men
3214580891298835080,Tennis,Racket,Babolat Pure Drive,Men
7738460035768700897,Tennis,Ball,Wilson US Open,Women
4841836383217714110,Tennis,Racket,Babolat Pure Drive,Men
7491738935485669027,Tennis,Ball,Penn Championship,Men
5515133286736396637,Tennis,Racket,Head Graphene 360+ Speed Pro,Women
307352157312991024,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
756854464439342452,Tennis,Racket,Head Graphene 360+ Speed Pro,Women
6488580489450687992,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
7794338492204003147,Tennis,Racket,Babolat Pure Drive,Men
2390123229543651607,Tennis,Racket,Wilson Pro Staff RF97,Women
1958457433888788390,Tennis,Ball,Penn Championship,Women
3078555659729977011,Tennis,Ball,Wilson US Open,Women
785891602084960717,Tennis,Ball,Wilson US Open,Women
4139030531308842225,Tennis,Ball,Penn Championship,Men
7923336985690627484,Tennis,Ball,Penn Championship,Women
5252764026063243713,Tennis,Ball,Penn Championship,Men
356895862921987779,Tennis,Ball,Wilson US Open,Women
1764620748377153521,Tennis,Racket,Babolat Pure Drive,Women
6353695204276211633,Tennis,Ball,Wilson US Open,Women
6272311478377186469,Tennis,Ball,Wilson US Open,Men
7639702851404694702,Tennis,Racket,Wilson Pro Staff RF97,Women
5018974259007616461,Tennis,Racket,Wilson Pro Staff RF97,Women
4479419403330315868,Tennis,Racket,Babolat Pure Drive,Men
2693770409413027408,Tennis,Racket,Babolat Pure Drive,Men
7092676953573472773,Tennis,Ball,Penn Championship,Women
1551087363904387811,Tennis,Ball,Penn Championship,Men
2336372256043248071,Tennis,Ball,Penn Championship,Women
115232887925238459,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
1789409882455621441,Tennis,Ball,Penn Championship,Women
772899636714746211,Tennis,Ball,Penn Championship,Women
7986735056255110679,Tennis,Ball,Penn Championship,Women
7475994184564628618,Tennis,Ball,Wilson US Open,Women
2091491671770856432,Tennis,Racket,Wilson Pro Staff RF97,Women
7599502173868949193,Tennis,Ball,Penn Championship,Women
8889930950767385036,Tennis,Ball,Wilson US Open,Women
1907808200024148165,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
4124106454048935196,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
973518329103462510,Tennis,Racket,Wilson Pro Staff RF97,Women
4061495991733869785,Tennis,Ball,Penn Championship,Men
2286092951521723047,Tennis,Racket,Babolat Pure Drive,Women
3166344141494933123,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
2733212920706528207,Tennis,Ball,Wilson US Open,Men
4577106457781952545,Tennis,Ball,Wilson US Open,Men
6705117587960662818,Tennis,Ball,Penn Championship,Women
6550317817794591587,Tennis,Racket,Wilson Pro Staff RF97,Men
5428894295973190301,Tennis,Racket,Wilson Pro Staff RF97,Men
5616326697716949198,Tennis,Ball,Penn Championship,Men
1740159217328332953,Tennis,Ball,Penn Championship,Men
8586652914692723025,Tennis,Ball,Wilson US Open,Men
6283318619240520874,Tennis,Ball,Penn Championship,Men
773065065489325224,Tennis,Ball,Penn Championship,Women
2917518873054864200,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
4026945243864271574,Tennis,Ball,Penn Championship,Men
2202917965114542999,Tennis,Ball,Penn Championship,Women
4586697331668756496,Tennis,Racket,Wilson Pro Staff RF97,Men
6909592591118363194,Tennis,Racket,Wilson Pro Staff RF97,Men
3234069303774567306,Tennis,Racket,Head Graphene 360+ Speed Pro,Women
6617152996869110827,Tennis,Ball,Wilson US Open,Men
4042313198817249528,Tennis,Ball,Penn Championship,Women
3213931553156012579,Tennis,Racket,Wilson Pro Staff RF97,Women
6599414192042126355,Tennis,Ball,Penn Championship,Women
7597987469717431987,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
2248714828127833793,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
6316477638014736641,Tennis,Ball,Penn Championship,Women
459396408413208086,Tennis,Ball,Wilson US Open,Men
6429934807163262098,Tennis,Ball,Penn Championship,Men
8889510918759010834,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
263037795437871136,Tennis,Racket,Babolat Pure Drive,Women
118273942284606430,Tennis,Racket,Wilson Pro Staff RF97,Women
2735944365330154896,Tennis,Racket,Wilson Pro Staff RF97,Women
3297828657601998647,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
7577921126473685756,Tennis,Racket,Wilson Pro Staff RF97,Women
7017683435371247131,Tennis,Ball,Penn Championship,Women
452317159314654924,Tennis,Ball,Penn Championship,Men
189120406256972657,Tennis,Ball,Wilson US Open,Women
773658065239822943,Tennis,Racket,Wilson Pro Staff RF97,Men
8276758668876601816,Tennis,Ball,Wilson US Open,Men
7309774132646318088,Tennis,Racket,Wilson Pro Staff RF97,Women
6773422795244560221,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
6022178951682740482,Tennis,Racket,Babolat Pure Drive,Women
6258121356864942471,Tennis,Ball,Wilson US Open,Women
852793738822513519,Tennis,Racket,Babolat Pure Drive,Women
679082702046368729,Tennis,Ball,Penn Championship,Men
6360608331434623715,Tennis,Racket,Head Graphene 360+ Speed Pro,Women
3090970729328993902,Tennis,Racket,Babolat Pure Drive,Women
4192792681404025574,Tennis,Racket,Head Graphene 360+ Speed Pro,Women
5857291588990233227,Tennis,Ball,Penn Championship,Men
1363957201798012647,Tennis,Racket,Wilson Pro Staff RF97,Men
9086886700170360083,Tennis,Racket,Babolat Pure Drive,Men
4756273066838708224,Golf,Cap,Nike AeroBill Classic99,Men
6981115750504337123,Golf,Clubs,Titleist T100 Irons,Men
5422009430353816842,Golf,Shoes,FootJoy Pro/SL,Men
1990475593680426360,Golf,Gloves,FootJoy WeatherSof,Women
7138722964590606461,Golf,Ball,Callaway Chrome Soft,Women
9188154816197085931,Golf,Shoes,Adidas CodeChaos,Women
7170571532071211893,Golf,Ball,Titleist Pro V1,Women
6772087152650871751,Golf,Clubs,Callaway JAWS MD5 Wedges,Women
8835143015367620501,Golf,Gloves,FootJoy WeatherSof,Women
131684282376766098,Hockey,Stick,Warrior Alpha DX,Men
1688071490883610226,Hockey,Helmet,Warrior Covert PX+,Men
8792340525994969888,Hockey,Stick,Bauer Nexus 2N Pro,Men
1093068947787812522,Volleyball,Ball,Mikasa V200W,Women
1836584632677380370,Volleyball,Ball,Tachikara SV5WSC,Men
7026101946993389722,Volleyball,Ball,Molten FLISTATEC,Women
1686112861025120737,Baseball,Bat,Rawlings Quatro Pro,Women
1390093638409129556,Baseball,Bat,Easton ADV 360,Women
6444962679803347392,Basketball,Shoes,Nike Air Zoom BB NXT,Men
2041373859261105749,Basketball,Shoes,Adidas Harden Vol. 4,Men
962453261951524592,Basketball,Ball,Wilson Evolution Basketball,Men
2586347310353047295,Basketball,Shoes,Nike Air Zoom BB NXT,Women
8046949226619175562,Basketball,Shoes,Nike Air Zoom BB NXT,Men
2031044229838757713,Basketball,Ball,Spalding NBA Official Game Ball,Men
7092364589372422282,Basketball,Shoes,Nike Air Zoom BB NXT,Men
5749131003925233876,Basketball,Ball,Spalding NBA Official Game Ball,Women
7405535937424868726,Basketball,Ball,Wilson Evolution Basketball,Men
7813157068856617209,Basketball,Ball,Spalding NBA Official Game Ball,Men
9038954828164683392,Basketball,Shoes,Adidas Harden Vol. 4,Men
7994861999338447967,Basketball,Shoes,Adidas Harden Vol. 4,Men
7979013916333969261,Basketball,Shoes,Under Armour Curry 7,Women
7551200097344780329,Basketball,Ball,Wilson Evolution Basketball,Women
242683482797170949,Basketball,Shoes,Nike Air Zoom BB NXT,Women
1247931422944763210,Basketball,Shoes,Under Armour Curry 7,Women
6402417959791281566,Basketball,Ball,Wilson Evolution Basketball,Men
2948309532086839792,Basketball,Ball,Spalding NBA Official Game Ball,Men
6873396527487210591,Basketball,Ball,Wilson Evolution Basketball,Men
5703152859807574956,Basketball,Ball,Wilson Evolution Basketball,Men
3361692075113563321,Basketball,Ball,Wilson Evolution Basketball,Men
776525039114787888,Basketball,Ball,Spalding NBA Official Game Ball,Men
1080075995283014590,Basketball,Shoes,Nike Air Zoom BB NXT,Men
1998413478290558766,Basketball,Shoes,Nike Air Zoom BB NXT,Women
1009851966174069056,Basketball,Ball,Wilson Evolution Basketball,Women
7781700629926389459,Basketball,Shoes,Nike Air Zoom BB NXT,Men
8469997855601908522,Basketball,Ball,Wilson Evolution Basketball,Women
7762261722301757284,Basketball,Shoes,Under Armour Curry 7,Men
6439214723745213550,Basketball,Ball,Wilson Evolution Basketball,Women
6870707096695496782,Basketball,Shoes,Nike Air Zoom BB NXT,Women
7655326191773505535,Basketball,Shoes,Nike Air Zoom BB NXT,Women
9218839768748282456,Basketball,Shoes,Adidas Harden Vol. 4,Women
2334082760292013421,Basketball,Shoes,Nike Air Zoom BB NXT,Men
2547590700887716099,Basketball,Shoes,Adidas Harden Vol. 4,Women
1303147400844544122,Basketball,Shoes,Nike Air Zoom BB NXT,Women
4264603980839062221,Basketball,Shoes,Nike Air Zoom BB NXT,Women
8366217368101396020,Basketball,Shoes,Nike Air Zoom BB NXT,Men
1788922565308792952,Basketball,Ball,Wilson Evolution Basketball,Men
5898657298248394478,Basketball,Ball,Spalding NBA Official Game Ball,Men
9018773893309376179,Basketball,Shoes,Adidas Harden Vol. 4,Men
2917300754691598835,Basketball,Ball,Spalding NBA Official Game Ball,Women
6437654160590574503,Basketball,Shoes,Nike Air Zoom BB NXT,Men
6006194487897462959,Basketball,Shoes,Under Armour Curry 7,Women
6011815108695373627,Basketball,Shoes,Nike Air Zoom BB NXT,Men
1029370663477604368,Basketball,Shoes,Nike Air Zoom BB NXT,Women
563798630904893443,Basketball,Ball,Spalding NBA Official Game Ball,Women
8184332425973301701,Basketball,Shoes,Adidas Harden Vol. 4,Men
3067417312275416986,Basketball,Ball,Wilson Evolution Basketball,Women
7426345339049544076,Basketball,Ball,Wilson Evolution Basketball,Women
6626373566554299428,Basketball,Shoes,Under Armour Curry 7,Men
1064542867266175771,Basketball,Ball,Spalding NBA Official Game Ball,Men
9199671696767755456,Basketball,Shoes,Adidas Harden Vol. 4,Women
1547948263425675420,Basketball,Ball,Spalding NBA Official Game Ball,Women
3847261407792679775,Basketball,Shoes,Under Armour Curry 7,Men
5242710245525126645,Basketball,Shoes,Nike Air Zoom BB NXT,Women
6366280350064065038,Basketball,Ball,Spalding NBA Official Game Ball,Men
5857371121893135887,Basketball,Ball,Spalding NBA Official Game Ball,Men
2302113797394770885,Basketball,Shoes,Nike Air Zoom BB NXT,Men
3855128949337240180,Basketball,Ball,Wilson Evolution Basketball,Women
2224281370310126704,Basketball,Shoes,Adidas Harden Vol. 4,Women
8842016289159394357,Basketball,Shoes,Under Armour Curry 7,Women
5830350466250200757,Basketball,Shoes,Under Armour Curry 7,Men
122520197651543939,Basketball,Shoes,Under Armour Curry 7,Men
2614732942068651368,Hockey,Helmet,Warrior Covert PX+,Women
2179106881832145422,Hockey,Helmet,CCM Fitlite,Women
6658569941447852375,Hockey,Puck,A&R Sports Ice Hockey Puck,Men
5602640121563500292,Hockey,Puck,Green Biscuit Training Puck,Women
6150756002272533911,Hockey,Helmet,CCM Fitlite,Men
5708565135536794004,Hockey,Puck,A&R Sports Ice Hockey Puck,Men
5135449292488127071,Rugby,Ball,Adidas Torpedo,Women
9138750707042109885,Rugby,Shorts,Canterbury Advantage,Men
4611657407985408959,Rugby,Ball,Rhino Vortex Elite,Men
428527402802503251,Rugby,Ball,Adidas Torpedo,Men
5175381121443923997,Rugby,Jersey,Canterbury Vapodri,Men
6378126035961525378,Rugby,Ball,Adidas Torpedo,Men
1118934516727590503,Rugby,Shorts,Adidas Rugby Shorts,Men
5586674025025281082,Rugby,Jersey,Adidas Performance,Women
6961026564923640212,Rugby,Shorts,Adidas Rugby Shorts,Men
8070622018998157412,Rugby,Shorts,Adidas Rugby Shorts,Women
1789143569441177651,Rugby,Shorts,Adidas Rugby Shorts,Men
2850960494473011890,Rugby,Shorts,Adidas Rugby Shorts,Women
4538036087022859288,Rugby,Jersey,Canterbury Vapodri,Women
1244875140413574631,Rugby,Shorts,Adidas Rugby Shorts,Men
641193680454699452,Rugby,Ball,Rhino Vortex Elite,Women
7223908639611499753,Rugby,Shorts,Adidas Rugby Shorts,Women
8406586860469610343,Rugby,Jersey,Canterbury Vapodri,Men
4925075130499588329,Rugby,Shorts,Canterbury Advantage,Women
